qseqid	sseqid	Gene_catalogue	Enzyme
k117_49833_2	94967362	k117_49833_2_EEMAC-N	pit
k117_499197_3	172088.AUGA01000004_gene4052	k117_499197_3_EEMAC-N	ppdK
k117_499774_3	366394.Smed_1841	k117_499774_3_EEMAC-N	tmk
k117_500110_2	336120400	k117_500110_2_EEMAC-N	phoP
k117_500826_9	A0A7G8BGS1	k117_500826_9_EEMAC-N	gnd
k117_500947_6	psin:CAK95_03775	k117_500947_6_EEMAC-N	pstB
k117_501913_2	220925326	k117_501913_2_EEMAC-N	phoB
k117_503374_9	A0A537ZDN1	k117_503374_9_EEMAC-N	purA
k117_505635_4	1068978.AMETH_6678	k117_505635_4_EEMAC-N	pyrE
k117_507987_4	1120792.JAFV01000001_gene1812	k117_507987_4_EEMAC-N	gdh
k117_509714_1	A0A1H6FLW3	k117_509714_1_EEMAC-N	purN
k117_510451_3	A0A5C5S3J7	k117_510451_3_EEMAC-N	ugpC
k117_510836_2	nvn:NVIE_020890	k117_510836_2_EEMAC-N	pstA
k117_512330_7	A0A538HB38	k117_512330_7_EEMAC-N	pyrE
k117_512508_1	1298867.AUES01000029_gene2434	k117_512508_1_EEMAC-N	purH
k117_513756_1	scw:TU94_31665	k117_513756_1_EEMAC-N	phnL
k117_514425_2	1280954.HPO_02582	k117_514425_2_EEMAC-N	glpT
k117_514958_2	1136417.AZWE01000015_gene1588	k117_514958_2_EEMAC-N	pstS
k117_514958_5	1121877.JQKF01000022_gene2292	k117_514958_5_EEMAC-N	nrdD
k117_515218_1	1229781.C272_16235	k117_515218_1_EEMAC-N	purC
k117_516092_3	1432050.IE4771_CH04296	k117_516092_3_EEMAC-N	tmk
k117_517869_5	2002.JOEQ01000048_gene7446	k117_517869_5_EEMAC-N	pstA
k117_520359_1	1333998.M2A_1157	k117_520359_1_EEMAC-N	purC
k117_520658_4	1038860.AXAP01000004_gene5206	k117_520658_4_EEMAC-N	pstB
k117_521745_2	284031711	k117_521745_2_EEMAC-N	pyrE
k117_522141_1	35754.JNYJ01000021_gene471	k117_522141_1_EEMAC-N	gmk
k117_526955_2	A0A2G4FDE1	k117_526955_2_EEMAC-N	purF
k117_531221_9	A0A537WSJ0	k117_531221_9_EEMAC-N	deoB
k117_532715_3	A0A538AK38	k117_532715_3_EEMAC-N	purA
k117_533447_1	209883612	k117_533447_1_EEMAC-N	pstB
k117_534735_1	1121013.P873_06200	k117_534735_1_EEMAC-N	phnC
k117_53540_2	xbc:ELE36_11350	k117_53540_2_EEMAC-N	pyrG
k117_536184_1	1101189.AQUO01000001_gene2573	k117_536184_1_EEMAC-N	ppc
k117_536739_1	397278.JOJN01000003_gene2021	k117_536739_1_EEMAC-N	phoP
k117_536739_2	1463917.JODC01000006_gene7976	k117_536739_2_EEMAC-N	phoB
k117_537005_2	acta:C1701_04285	k117_537005_2_EEMAC-N	phnT
k117_538821_1	631454.N177_2490	k117_538821_1_EEMAC-N	gdh
k117_542113_2	543632.JOJL01000009_gene6020	k117_542113_2_EEMAC-N	ppk
k117_542866_1	1123321.KB905825_gene21	k117_542866_1_EEMAC-N	ppk
k117_543495_3	336116869	k117_543495_3_EEMAC-N	guaA
k117_5451_2	1206732.BAGD01000065_gene2400	k117_5451_2_EEMAC-N	purN
k117_55254_3	1267005.KB911261_gene2290	k117_55254_3_EEMAC-N	ugpC
k117_57815_2	rhz:RHPLAN_22830	k117_57815_2_EEMAC-N	pstB
k117_5814_2	336120598	k117_5814_2_EEMAC-N	tmk
k117_59220_6	336118281	k117_59220_6_EEMAC-N	gmk
k117_59220_7	1463855.JOHV01000023_gene1926	k117_59220_7_EEMAC-N	purN
k117_60654_1	A0A538HA49	k117_60654_1_EEMAC-N	guaA
k117_61685_1	A0A1F6DSL7	k117_61685_1_EEMAC-N	purC
k117_62012_1	rhz:RHPLAN_01850	k117_62012_1_EEMAC-N	purH
k117_62923_2	A0A2H6B4Y2	k117_62923_2_EEMAC-N	purB
k117_6319_1	1394178.AWOO02000107_gene5811	k117_6319_1_EEMAC-N	phoB
k117_63892_8	vgo:GJW-30_1_00602	k117_63892_8_EEMAC-N	phoR
k117_6457_1	336117770	k117_6457_1_EEMAC-N	phnC
k117_64671_3	224911.27353376	k117_64671_3_EEMAC-N	tmk
k117_64688_2	A0A5Q2RJB5	k117_64688_2_EEMAC-N	purH
k117_65251_6	A0A533WU35	k117_65251_6_EEMAC-N	pyrE
k117_68294_1	A0A6L5FS33	k117_68294_1_EEMAC-N	ugpC
k117_68795_1	1298867.AUES01000017_gene3981	k117_68795_1_EEMAC-N	phoD
k117_70965_3	1380390.JIAT01000005_gene5178	k117_70965_3_EEMAC-N	purM
k117_71531_1	108804570	k117_71531_1_EEMAC-N	ptsH
k117_71897_2	384765.SIAM614_12928	k117_71897_2_EEMAC-N	purQ
k117_75164_2	408404264	k117_75164_2_EEMAC-N	pyrG
k117_75906_3	1120936.KB907217_gene3520	k117_75906_3_EEMAC-N	phoB
k117_77557_1	bic:LMTR13_35175	k117_77557_1_EEMAC-N	dut
k117_77866_1	295694859	k117_77866_1_EEMAC-N	adk
k117_78233_2	1187851.A33M_3398	k117_7823_2_EEMAC-N	purM
k117_78619_2	rhz:RHPLAN_65210	k117_78619_2_EEMAC-N	phnE
k117_79102_5	1184609.KILIM_037_00130	k117_79102_5_EEMAC-N	phnC
k117_79833_2	euz:DVS28_a3083	k117_79833_2_EEMAC-N	phnC
k117_82167_5	401053.AciPR4_3472	k117_82167_5_EEMAC-N	gdh
k117_82936_1	159900852	k117_82936_1_EEMAC-N	phnC
k117_83817_4	882083.SacmaDRAFT_5073	k117_83817_4_EEMAC-N	dut
k117_84925_2	rhz:RHPLAN_11290	k117_84925_2_EEMAC-N	ugpC
k117_86333_2	rxy:Rxyl_0050	k117_86333_2_EEMAC-N	gnd
k117_8684_1	335659.S23_60990	k117_8684_1_EEMAC-N	ugpC
k117_88229_1	1283299.AUKG01000002_gene3770	k117_88229_1_EEMAC-N	gnd
k117_91332_2	A0A537V4J3	k117_91332_2_EEMAC-N	phoH
k117_91348_2	1089545.KB913037_gene6921	k117_91348_2_EEMAC-N	phnK
k117_92433_1	A0A3N5TUV4	k117_92433_1_EEMAC-N	ppk
k117_93212_3	A0A537TP38	k117_93212_3_EEMAC-N	pyrF
k117_93926_1	1380390.JIAT01000013_gene1	k117_93926_1_EEMAC-N	ppdK
k117_94796_4	1463861.JNXE01000016_gene7394	k117_94796_4_EEMAC-N	phnL
k117_94799_3	A0A2H5WDE6	k117_94799_3_EEMAC-N	purM
k117_94906_2	A0A6A8FHX2	k117_94906_2_EEMAC-N	pstB
k117_95714_1	A0A7J9YVG5	k117_95714_1_EEMAC-N	purF
k117_96543_2	1040986.ATYO01000012_gene5300	k117_96543_2_EEMAC-N	RegX3
k117_96955_4	9315.ENSMEUP00000006734	k117_96955_4_EEMAC-N	pyrF
k117_98329_1	A0A3N5UHJ7	k117_98329_1_EEMAC-N	purF
k117_98757_4	246196.MSMEI_0623	k117_98757_4_EEMAC-N	pyrE
k117_98978_3	110667497	k117_98978_3_EEMAC-N	nrdD
k117_99034_1	114615.BRADO5701	k117_99034_1_EEMAC-N	adk
k117_99427_1	1038862.KB893895_gene7179	k117_99427_1_EEMAC-N	phoB
k117_100516_2	926564.KI911759_gene4655	k117_100516_2_GL-CN	purC
k117_100848_2	1122138.AQUZ01000016_gene231	k117_100848_2_GL-CN	phoP
k117_102336_1	A0A537TBB5	k117_102336_1_GL-CN	pyrF
k117_103417_3	9315.ENSMEUP00000002629	k117_103417_3_GL-CN	purA
k117_105148_2	1283299.AUKG01000005_gene64	k117_105148_2_GL-CN	ppx
k117_105302_5	meso:BSQ44_07735	k117_105302_5_GL-CN	phnT
k117_106123_4	A0A2V5YIB9	k117_106123_4_GL-CN	purS
k117_106568_1	768671.ThimaDRAFT_4399	k117_106568_1_GL-CN	ptsI
k117_107470_1	1120983.KB894575_gene477	k117_107470_1_GL-CN	phnL
k117_10759_2	1282876.BAOK01000001_gene2898	k117_10759_2_GL-CN	pyrE
k117_108207_1	1380390.JIAT01000009_gene1485	k117_108207_1_GL-CN	purS
k117_109798_1	312113438	k117_109798_1_GL-CN	phoP
k117_109989_2	kos:KORDIASMS9_01518	k117_109989_2_GL-CN	ugpC
k117_110087_4	A0A2W6CLA1	k117_110087_4_GL-CN	ppk
k117_111692_4	316055.RPE_0541	k117_111692_4_GL-CN	phoB
k117_113761_2	325295201	k117_113761_2_GL-CN	purH
k117_114064_1	phr:C6569_06745	k117_114064_1_GL-CN	prsA
k117_114345_1	A0A538A5H2	k117_114345_1_GL-CN	pyrG
k117_114496_3	psin:CAK95_06845	k117_114496_3_GL-CN	ptsH
k117_11501_1	1380355.JNIJ01000028_gene664	k117_11501_1_GL-CN	phoB
k117_115273_3	883080.HMPREF9697_02166	k117_115273_3_GL-CN	phoP
k117_116307_3	1463856.JOHY01000021_gene4665	k117_116307_3_GL-CN	phoB
k117_117113_2	1211115.ALIQ01000002_gene4369	k117_117113_2_GL-CN	purA
k117_12039_1	1038866.KB902770_gene4319	k117_12039_1_GL-CN	purB
k117_122311_3	A0A2W5Y924	k117_122311_3_GL-CN	purF
k117_122826_5	A0A537SUA2	k117_122826_5_GL-CN	pstS
k117_123403_5	1223523.H340_00385	k117_123403_5_GL-CN	phnF
k117_124208_6	392380623	k117_124208_6_GL-CN	RegX3
k117_125618_2	371731.Rsw2DRAFT_0017	k117_125618_2_GL-CN	purF
k117_126600_3	A0A3D5DX25	k117_126600_3_GL-CN	purE
k117_130560_3	1121861.KB899918_gene3324	k117_130560_3_GL-CN	purA
k117_134120_2	bic:LMTR13_03680	k117_134120_2_GL-CN	gdh
k117_134120_3	bic:LMTR13_03680	k117_134120_3_GL-CN	gdh
k117_134158_1	1123237.Salmuc_01195	k117_134158_1_GL-CN	phnC
k117_139749_4	312113227	k117_139749_4_GL-CN	purS
k117_140714_4	1353531.AZNX01000020_gene4403	k117_140714_4_GL-CN	purL
k117_144209_1	A0A538FXX3	k117_144209_1_GL-CN	guaB
k117_144759_9	124266120	k117_144759_9_GL-CN	pstB
k117_148745_3	430743313	k117_148745_3_GL-CN	gdh
k117_152605_4	A0A4Q5Z6J6	k117_152605_4_GL-CN	pstC
k117_154017_3	A0A2V6K881	k117_154017_3_GL-CN	purC
k117_158681_3	497964.CfE428DRAFT_2604	k117_158681_3_GL-CN	dcd
k117_159493_1	189753.AXAS01000041_gene2542	k117_159493_1_GL-CN	phnN
k117_159507_2	670292.JH26_03925	k117_159507_2_GL-CN	dut
k117_163140_1	1101192.KB910516_gene1579	k117_163140_1_GL-CN	pyrE
k117_165735_4	1380391.JIAS01000004_gene2933	k117_165735_4_GL-CN	pstB
k117_165941_2	A0A538L3Q2	k117_165941_2_GL-CN	dut
k117_166057_3	69279.BG36_00810	k117_166057_3_GL-CN	phnC
k117_166558_1	670292.JH26_07200	k117_166558_1_GL-CN	phnC
k117_16693_1	1396418.BATQ01000009_gene3835	k117_1669_1_GL-CN	nrdD
k117_167090_3	284034649	k117_167090_3_GL-CN	phoP
k117_170272_17	715226.ABI_45140	k117_170272_17_GL-CN	ppc
k117_176825_5	six:BSY16_937	k117_176825_5_GL-CN	pit
k117_178737_2	1157637.KB892133_gene3699	k117_178737_2_GL-CN	phnI
k117_179042_3	9315.ENSMEUP00000002629	k117_179042_3_GL-CN	purA
k117_180343_4	A0A538DJF4	k117_180343_4_GL-CN	purH
k117_184719_6	1187851.A33M_3461	k117_184719_6_GL-CN	adk
k117_187720_2	psin:CAK95_06810	k117_187720_2_GL-CN	pckA
k117_188117_3	1126627.BAWE01000005_gene5202	k117_188117_3_GL-CN	gdh
k117_191513_2	108805973	k117_191513_2_GL-CN	gdh
k117_192688_1	1041146.ATZB01000007_gene2873	k117_192688_1_GL-CN	RegX3
k117_194101_1	A0A2V6M0I6	k117_194101_1_GL-CN	purL
k117_194959_3	103733.JNYO01000010_gene6298	k117_194959_3_GL-CN	pstB
k117_19503_4	59538.XP_005976616.1	k117_19503_4_GL-CN	ugpC
k117_195899_2	1267535.KB906767_gene4694	k117_195899_2_GL-CN	pstB
k117_197189_2	bcen:DM39_3842	k117_197189_2_GL-CN	purS
k117_197643_1	1380355.JNIJ01000037_gene5316	k117_197643_1_GL-CN	pyrF
k117_199705_3	132113.XP_003494838.1	k117_199705_3_GL-CN	guaA
k117_200507_1	sef:UMN798_0363	k117_200507_1_GL-CN	gnd
k117_201155_1	93220.LV28_13790	k117_201155_1_GL-CN	pstB
k117_201538_4	obg:Verru16b_02310	k117_201538_4_GL-CN	pit
k117_202171_1	108805571	k117_202171_1_GL-CN	SenX3
k117_20229_3	1197906.CAJQ02000010_gene3340	k117_202295_1_GL-CN	phoB
k117_202405_2	magq:MGMAQ_0619	k117_202405_2_GL-CN	purF
k117_215404_7	443598.AUFA01000012_gene4827	k117_215404_7_GL-CN	ugpC
k117_216512_1	1123060.JONP01000004_gene570	k117_216512_1_GL-CN	nrdD
k117_220048_5	434389977	k117_220048_5_GL-CN	gdh
k117_222062_4	1236959.BAMT01000021_gene741	k117_222062_4_GL-CN	pyrF
k117_226455_10	398527.Bphyt_1675	k117_226455_10_GL-CN	gdh
k117_227987_1	1535422.ND16A_1504	k117_227987_1_GL-CN	pyrF
k117_228163_1	1286093.C266_10154	k117_228163_1_GL-CN	gdh
k117_228458_1	172088.AUGA01000059_gene4267	k117_228458_1_GL-CN	gdh
k117_229264_2	408405726	k117_229264_2_GL-CN	guaA
k117_231498_3	pleo:OHA_1_02604	k117_231498_3_GL-CN	phoD
k117_233424_2	A0A7D5RXT8	k117_233424_2_GL-CN	gmk
k117_234581_3	A0A7C3JSV6	k117_234581_3_GL-CN	tmk
k117_234581_4	A0A521Q865	k117_234581_4_GL-CN	tmk
k117_238246_4	935548.KI912159_gene693	k117_238246_4_GL-CN	gmk
k117_238470_3	1535422.ND16A_1504	k117_238470_3_GL-CN	pyrF
k117_240264_1	A0A6N7YR69	k117_240264_1_GL-CN	ugpC
k117_244745_2	459292570	k117_244745_2_GL-CN	purS
k117_245609_4	226228484	k117_245609_4_GL-CN	ugpC
k117_249574_1	A0A537USE8	k117_249574_1_GL-CN	ugpC
k117_250849_2	psin:CAK95_10655	k117_250849_2_GL-CN	aepV
k117_250877_1	1380390.JIAT01000010_gene4556	k117_250877_1_GL-CN	phnC
k117_251450_1	rhz:RHPLAN_68980	k117_251450_1_GL-CN	phnC
k117_252675_1	A0A538M8K6	k117_252675_1_GL-CN	pstB
k117_252784_3	A0A538HI03	k117_252784_3_GL-CN	pstC
k117_253097_5	A0A2V5YVX0	k117_253097_5_GL-CN	purH
k117_254605_3	1035308.AQYY01000001_gene3613	k117_254605_3_GL-CN	deoB
k117_25565_3	A0A2H6B6W8	k117_25565_3_GL-CN	purA
k117_255973_2	1038860.AXAP01000030_gene5819	k117_255973_2_GL-CN	purH
k117_256105_3	A0A538MWE3	k117_256105_3_GL-CN	purC
k117_261402_1	68170.KL590469_gene1878	k117_261402_1_GL-CN	purA
k117_264016_6	A0A534SEU6	k117_264016_6_GL-CN	gmk
k117_264465_1	869213.JCM21142_31275	k117_264465_1_GL-CN	purL
k117_265029_4	1283299.AUKG01000004_gene1236	k117_265029_4_GL-CN	gmk
k117_265453_2	316055.RPE_3543	k117_265453_2_GL-CN	purD
k117_267233_1	hdi:HDIA_0510	k117_267233_1_GL-CN	pstB
k117_269740_2	cceu:CBR64_10210	k117_269740_2_GL-CN	phnC
k117_269934_4	797515.HMPREF9103_01008	k117_269934_4_GL-CN	purM
k117_275654_1	1306174.JODP01000013_gene7840	k117_275654_1_GL-CN	purS
k117_27801_4	745776.DGo_CA0268	k117_27801_4_GL-CN	phnC
k117_286625_2	A0A538M736	k117_286625_2_GL-CN	adk
k117_286643_3	A0A538H9G1	k117_286643_3_GL-CN	dut
k117_287403_1	psin:CAK95_10655	k117_287403_1_GL-CN	aepV
k117_288405_2	meti:DK427_07525	k117_288405_2_GL-CN	purK
k117_290643_3	312115021	k117_290643_3_GL-CN	purK
k117_291899_4	A0A7D5MZ28	k117_291899_4_GL-CN	purD
k117_293960_8	A0A317HUZ8	k117_293960_8_GL-CN	phnG
k117_294464_2	497964.CfE428DRAFT_6337	k117_294464_2_GL-CN	phoH
k117_295578_5	bos:BSY19_2578	k117_295578_5_GL-CN	ugpC
k117_295578_6	1123072.AUDH01000002_gene2449	k117_295578_6_GL-CN	ugpC
k117_296500_2	A0A537V4I4	k117_296500_2_GL-CN	phnC
k117_296916_3	hjo:AY555_05530	k117_296916_3_GL-CN	pyrG
k117_297068_2	1408418.JNJH01000028_gene1450	k117_297068_2_GL-CN	gdh
k117_298005_1	A0A538C897	k117_298005_1_GL-CN	gmk
k117_29839_2	1283299.AUKG01000002_gene5232	k117_29839_2_GL-CN	spoT
k117_29842_1	754035.Mesau_05210	k117_29842_1_GL-CN	phnK
k117_298858_1	mil:ML5_5768	k117_298858_1_GL-CN	nrdA
k117_29913_1	443598.AUFA01000018_gene7570	k117_29913_1_GL-CN	ugpE
k117_300833_1	2002.JOEQ01000004_gene3145	k117_300833_1_GL-CN	phoB
k117_301480_1	1205680.CAKO01000040_gene878	k117_301480_1_GL-CN	phoP
k117_302924_1	rhz:RHPLAN_28070	k117_302924_1_GL-CN	phnC
k117_303292_1	1123278.KB893558_gene3292	k117_303292_1_GL-CN	gdh
k117_303589_1	A0A534V1K9	k117_303589_1_GL-CN	purL
k117_303589_2	A0A534SU55	k117_303589_2_GL-CN	purF
k117_30459_2	1380355.JNIJ01000009_gene1666	k117_30459_2_GL-CN	dut
k117_306264_3	1160718.SU9_33233	k117_306264_3_GL-CN	phnC
k117_315673_3	316057.RPD_0903	k117_315673_3_GL-CN	purF
k117_317118_1	A0A525JYV4	k117_317118_1_GL-CN	ugpC
k117_318682_4	1430440.MGMSRv2_2053	k117_318682_4_GL-CN	RegX3
k117_320968_3	A0A3D5DS92	k117_320968_3_GL-CN	purD
k117_321698_3	1101192.KB910516_gene1579	k117_321698_3_GL-CN	pyrE
k117_325572_2	298655.KI912267_gene7141	k117_325572_2_GL-CN	ugpC
k117_326286_4	1160137.KB907310_gene4933	k117_326286_4_GL-CN	guaB
k117_331397_3	35754.JNYJ01000024_gene9065	k117_331397_3_GL-CN	phnC
k117_332012_2	497964.CfE428DRAFT_4930	k117_332012_2_GL-CN	deoB
k117_333328_1	561175.KB894102_gene970	k117_333328_1_GL-CN	pstB
k117_335448_2	1283299.AUKG01000003_gene324	k117_335448_2_GL-CN	phnC
k117_336192_2	433608908	k117_336192_2_GL-CN	guaB
k117_336872_2	269125429	k117_336872_2_GL-CN	guaA
k117_342121_1	336119756	k117_342121_1_GL-CN	pyk
k117_342371_2	psin:CAK95_10655	k117_342371_2_GL-CN	aepV
k117_342371_3	psin:CAK95_10655	k117_342371_3_GL-CN	aepV
k117_342925_2	1040989.AWZU01000052_gene2513	k117_342925_2_GL-CN	phoP
k117_343016_1	1283299.AUKG01000001_gene1828	k117_343016_1_GL-CN	phoB
k117_34487_3	666684.AfiDRAFT_1135	k117_34487_3_GL-CN	adk
k117_351321_2	A0A2V9ZWZ0	k117_351321_2_GL-CN	gnd
k117_351971_1	108803751	k117_351971_1_GL-CN	pstB
k117_352321_3	A0A3D5DQY4	k117_352321_3_GL-CN	dut
k117_353438_1	1283283.ATXA01000024_gene193	k117_353438_1_GL-CN	pstS
k117_353438_2	1283283.ATXA01000024_gene194	k117_353438_2_GL-CN	pstC
k117_354347_3	1122611.KB903940_gene1724	k117_354347_3_GL-CN	phnL
k117_356773_3	1348663.KCH_34780	k117_356773_3_GL-CN	pyrF
k117_357439_4	gry:D7I44_10505	k117_357439_4_GL-CN	pstB
k117_361113_6	bic:LMTR13_02010	k117_361113_6_GL-CN	pstB
k117_361853_5	1283299.AUKG01000005_gene64	k117_361853_5_GL-CN	ppx
k117_364348_2	596151.DesfrDRAFT_0660	k117_364348_2_GL-CN	ugpC
k117_366536_1	1043205.AFYF01000008_gene1533	k117_366536_1_GL-CN	phnC
k117_36812_1	284044320	k117_36812_1_GL-CN	tmk
k117_368321_1	A0A537USD1	k117_368321_1_GL-CN	ugpB
k117_368391_3	312114420	k117_368391_3_GL-CN	nrdD
k117_369546_3	1203568.HMPREF1484_01135	k117_369529_2_GL-CN	RegX3
k117_372127_3	172088.AUGA01000059_gene4267	k117_372127_3_GL-CN	gdh
k117_374488_1	1379270.AUXF01000003_gene3652	k117_374488_1_GL-CN	pyrE
k117_374922_2	384220285	k117_374922_2_GL-CN	guaB
k117_375030_2	1380390.JIAT01000009_gene1159	k117_375030_2_GL-CN	phnT
k117_376527_4	1120950.KB892804_gene1478	k117_376527_4_GL-CN	phnC
k117_377427_2	929712.KI912613_gene2376	k117_377427_2_GL-CN	phnL
k117_380141_4	A0A538A075	k117_380141_4_GL-CN	guaA
k117_381697_2	257054860	k117_381697_2_GL-CN	pyrE
k117_382982_3	1449068.JMLQ01000007_gene2749	k117_382982_3_GL-CN	gdh
k117_3835_1	A0A7D5S0Z4	k117_3835_1_GL-CN	ppk
k117_384348_1	1380390.JIAT01000013_gene222	k117_384348_1_GL-CN	phoP
k117_391983_1	rhz:RHPLAN_06700	k117_391983_1_GL-CN	gnl
k117_394648_1	1380390.JIAT01000014_gene6276	k117_394648_1_GL-CN	phoB
k117_394823_3	rhz:RHPLAN_36220	k117_394823_3_GL-CN	pstB
k117_395068_1	psul:AU252_20030	k117_395068_1_GL-CN	ppc
k117_395328_26	595460.RRSWK_02830	k117_395328_26_GL-CN	purL
k117_397158_1	hbe:BEI_3380	k117_397158_1_GL-CN	phnJ
k117_398072_3	A0A537WXI7	k117_398072_3_GL-CN	purH
k117_398646_2	A0A534UMQ6	k117_398646_2_GL-CN	guaB
k117_398835_12	1187851.A33M_2216	k117_398835_12_GL-CN	phoB
k117_398875_3	312113016	k117_398875_3_GL-CN	phoP
k117_401306_2	113395.AXAI01000014_gene143	k117_401306_2_GL-CN	pgtA
k117_401436_1	68219.JNXI01000040_gene5488	k117_401436_1_GL-CN	phoB
k117_402117_1	A0A7D5RYZ5	k117_402117_1_GL-CN	pyrH
k117_405779_1	1283299.AUKG01000001_gene1969	k117_405779_1_GL-CN	phoB
k117_406538_3	1283299.AUKG01000002_gene4092	k117_406538_3_GL-CN	phnC
k117_406746_3	420324.KI911965_gene925	k117_406746_3_GL-CN	tmk
k117_408012_1	1236501.BAJU01000090_gene3291	k117_408012_1_GL-CN	purE
k117_408736_2	hjo:AY555_05530	k117_408736_2_GL-CN	pyrG
k117_410355_4	1380390.JIAT01000009_gene448	k117_410355_4_GL-CN	gnd
k117_417527_2	935548.KI912159_gene4906	k117_417527_2_GL-CN	purA
k117_41784_1	A0A2V6GWV5	k117_41784_1_GL-CN	pyrG
k117_42009_5	1121928.AUHE01000004_gene2534	k117_42009_5_GL-CN	gdh
k117_421150_1	A0A538GEB1	k117_421150_1_GL-CN	purQ
k117_423271_2	1172179.AUKV01000001_gene1006	k117_423271_2_GL-CN	gdh
k117_426038_1	A0A537SRL4	k117_426038_1_GL-CN	pstS
k117_426941_1	1380355.JNIJ01000036_gene4989	k117_426941_1_GL-CN	pyrG
k117_42727_2	A0A7K1LC30	k117_42727_2_GL-CN	pyrF
k117_428740_1	magq:MGMAQ_3176	k117_428740_1_GL-CN	pckG
k117_433086_2	A0A1H1LUA7	k117_433086_2_GL-CN	purQ
k117_434133_1	226228887	k117_434133_1_GL-CN	phnC
k117_434438_4	536227.CcarbDRAFT_5233	k117_434438_4_GL-CN	phnC
k117_435417_3	28444.JODQ01000005_gene1251	k117_435417_3_GL-CN	dcd
k117_436107_3	1184609.KILIM_026_00360	k117_436107_3_GL-CN	pstB
k117_436598_1	1038859.AXAU01000009_gene1470	k117_436598_1_GL-CN	pstB
k117_437064_2	1380390.JIAT01000010_gene3350	k117_437064_2_GL-CN	pps
k117_4384_1	A0A433HR57	k117_4384_1_GL-CN	ppk
k117_438636_1	1380355.JNIJ01000010_gene1452	k117_438636_1_GL-CN	ugpE
k117_439888_1	1968.JOEV01000019_gene8517	k117_439888_1_GL-CN	prsA
k117_44044_7	1429916.X566_12090	k117_44044_7_GL-CN	phoB
k117_443921_4	noa:BKM31_28080	k117_443921_4_GL-CN	pyk
k117_445135_1	1231391.AMZF01000014_gene2357	k117_445135_1_GL-CN	ugpC
k117_447650_3	rbg:BG454_15415	k117_447650_3_GL-CN	pstA
k117_448029_5	A0A6I1QZH2	k117_448029_5_GL-CN	purD
k117_448029_6	A0A7C3NL85	k117_448029_6_GL-CN	purH
k117_448825_2	1211815.CBYP010000005_gene221	k117_448825_2_GL-CN	pyrF
k117_452713_3	284044967	k117_452713_3_GL-CN	purK
k117_452909_1	369723.Strop_1424	k117_452909_1_GL-CN	purN
k117_453151_7	A0A7D5S2Z8	k117_453151_7_GL-CN	ndk
k117_455083_2	mmar:MODMU_2350	k117_455083_2_GL-CN	pps
k117_455112_1	715226.ABI_45140	k117_455112_1_GL-CN	ppc
k117_457637_1	A0A2V5YG55	k117_457637_1_GL-CN	purF
k117_45824_2	35754.JNYJ01000079_gene4337	k117_45824_2_GL-CN	ugpC
k117_461228_2	1449351.RISW2_11175	k117_461228_2_GL-CN	phnN
k117_462394_1	404589.Anae109_0540	k117_462394_1_GL-CN	phoR
k117_462842_3	9315.ENSMEUP00000002629	k117_462842_3_GL-CN	purA
k117_464744_4	mpw:MPR_0507	k117_464744_4_GL-CN	purK
k117_465517_1	744980.TRICHSKD4_0111	k117_465517_1_GL-CN	phoU
k117_466629_3	284044971	k117_466629_3_GL-CN	pyk
k117_467033_1	1569209.BBPH01000053_gene2407	k117_467033_1_GL-CN	purC
k117_467040_3	284044303	k117_467040_3_GL-CN	phoH
k117_467513_2	1300350.DSW25_10890	k117_467513_2_GL-CN	guaA
k117_469729_1	316067.Geob_1213	k117_469729_1_GL-CN	NA
k117_47057_6	441620.Mpop_0259	k117_47057_6_GL-CN	gdh
k117_471222_1	420324.KI911999_gene8058	k117_471222_1_GL-CN	tmk
k117_472313_2	117928403	k117_472313_2_GL-CN	phoP
k117_472987_1	1283299.AUKG01000001_gene1442	k117_472987_1_GL-CN	purD
k117_474192_4	lpil:LIP_1617	k117_474192_4_GL-CN	gdh
k117_474245_2	1380394.JADL01000017_gene506	k117_474245_2_GL-CN	gnl
k117_475209_3	1123355.JHYO01000001_gene3162	k117_475209_3_GL-CN	purA
k117_476361_1	1238182.C882_3713	k117_476361_1_GL-CN	phnC
k117_477390_2	A0A2V5P968	k117_477390_2_GL-CN	purE
k117_477390_4	A0A2V5KU69	k117_477390_4_GL-CN	pyrG
k117_477654_1	1380390.JIAT01000009_gene2250	k117_477654_1_GL-CN	ppc
k117_479222_2	A0A538BT48	k117_479222_2_GL-CN	ugpC
k117_479505_2	A0A537UYU3	k117_479505_2_GL-CN	purM
k117_483339_1	A0A1Q7V3P1	k117_483339_1_GL-CN	guaA
k117_4875_2	1380390.JIAT01000013_gene222	k117_4875_2_GL-CN	phoP
k117_48997_1	azz:DEW08_02530	k117_48997_1_GL-CN	ugpC
k117_49096_3	1038860.AXAP01000007_gene6070	k117_49096_3_GL-CN	phoR
k117_491619_3	noy:EXE57_03965	k117_491619_3_GL-CN	phoP
k117_493616_2	ndv:NDEV_0494	k117_493616_2_GL-CN	tmk
k117_493727_1	284042188	k117_493727_1_GL-CN	phoP
k117_495113_1	A0A535B5V2	k117_495113_1_GL-CN	pstS
k117_499455_2	1116369.KB890024_gene3569	k117_499455_2_GL-CN	gdh
k117_500778_4	269797859	k117_500778_4_GL-CN	pyrE
k117_501851_1	58616489	k117_501851_1_GL-CN	phnT
k117_505481_4	A0A6N7I9G3	k117_505481_4_GL-CN	purC
k117_505864_1	A0A2V5JSC2	k117_505864_1_GL-CN	purL
